Country,Year,Income_per_Person,Total_GDP,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2019,14755.1000107,42568611084.99,79.282,2854191.0,312.5946334805,892204789.5283417
Andorra,2019,61425.0599867,4697420037.9,,76474.0,2572.6078002935,196737608.9196451
Austria,2019,63750.33076559999,566158930000.0,81.8951219512195,8879920.0,4473.55,39724766116.0
Belarus,2019,25994.8971973,245273230000.0,74.2268292682927,9419758.0,331.5,3122649777.0
Belgium,2019,60015.5515317,689615680000.0,81.9951219512195,11488980.0,4292.140576174,49312317236.85156
Bosnia and Herzegovina,2019,16675.550650099998,55788604999.81,77.241,3345533.0,462.4,1546974459.1999998
Bulgaria,2019,27199.5016107,189729090000.0,75.1121951219512,6975761.0,593.3,4138719001.3
Croatia,2019,33324.5662227,132842470000.0,78.4243902439025,3949390.0,884.0,3491260760.0
Cyprus,2019,45223.3058948,58187516223.19,81.397,1286671.0,1779.05,2289052042.55
Czechia,2019,47248.2928134,498700280000.0,79.2292682926829,10671870.0,1532.5946166955,16355650512.074203
Denmark,2019,65489.8353061,380798720000.0,81.4512195121951,5814422.0,5150.15,29945145463.3
Estonia,2019,40902.465979,54270291710.77,78.6463414634147,1326898.0,1359.44779053,1803848554.358676
Finland,2019,56019.0464128,309323300000.0,81.9829268292683,5521606.0,3791.0,20932408346.0
France,2019,53360.0452036,3507326000000.0,82.8268292682927,67382061.0,3828.812133788,257993252756.4432
Germany,2019,60631.3841132,5066310000000.0,81.2926829268293,83092962.0,4663.940454100501,387540626922.8356
Greece,2019,32124.1668854,344325750000.0,81.6390243902439,10721582.0,1333.6746948205,14299102601.842966
Hungary,2019,36431.188899,355945380000.0,76.3195121951219,9771141.0,895.9,8753965221.9
Iceland,2019,63464.6148309,22891686567.78,83.1634146341463,360563.0,4985.25,1797496695.75
Ireland,2019,91991.9566778,453841660000.0,82.7024390243903,4934340.0,4643.321313475501,22911726089.9347
Italy,2019,48606.8638718,2922736100000.0,83.4975609756098,59729081.0,2474.35,147790651572.35
Latvia,2019,34110.8162418,65297073437.38,75.3878048780488,1913822.0,1005.55,1924443712.1
Lithuania,2019,42467.8716603,118699870000.0,76.2829268292683,2794137.0,1164.5,3253772536.5
Luxembourg,2019,130082.465271,80672331914.33,82.6390243902439,620001.0,5288.7,3278999288.7
North Macedonia,2019,21330.606132,40477832753.36,76.6024390243903,1876262.0,357.85,671420356.6999999
Moldova,2019,14182.6029358,44144230947.77,70.935,2664224.0,241.4,643143673.6
Monaco,2019,199470.278043,7601612825.41,,38109.0,6571.0129882855,250414733.9705721
Montenegro,2019,24720.0376918,15120431295.97,76.6829268292683,622028.0,622.1999999999999,387025821.6
Netherlands,2019,65031.8748709,1140496900000.0,82.1121951219512,17344874.0,4539.849999999999,78743126228.9
Norway,2019,85309.12105559999,456210400000.0,82.9585365853659,5347896.0,6805.95,36397512781.2
Poland,2019,37244.7090907,1423707800000.0,77.9048780487805,37965475.0,861.9,32722442902.5
Portugal,2019,39083.7723554,404251380000.0,81.6756097560976,10286263.0,1888.7,19427664928.1
Romania,2019,35705.2032824,696306740000.0,75.6073170731707,19371648.0,628.15,12168300691.2
Russian Federation,2019,36567.9845361,5358415800000.0,73.0839024390244,145453291.0,555.9,80857484466.9
San Marino,2019,62160.1710335,2154036406.33,,34663.0,3275.9809326140003,113555327.0671991
Serbia,2019,20184.2939074,140607320000.0,75.9365853658537,6945235.0,544.8752136265,3784286404.311245
Slovakia,2019,36147.0563438,197024460000.0,77.6658536585366,5454147.0,1140.7,6221545482.900001
Slovenia,2019,43933.8060823,91533405001.41,81.5292682926829,2088385.0,1886.15,3939007367.75
Spain,2019,45031.5580311,2136075800000.0,83.8317073170732,47134837.0,2309.3084716765,108848878395.19096
Sweden,2019,59987.1293192,616615420000.0,83.109756097561,10278887.0,4805.05,49390565979.35
Switzerland,2019,77906.2125391,668242700000.0,83.9048780487805,8575280.0,7939.903125,68086892469.75
Ukraine,2019,17304.0383948,777945820000.0,71.8273170731707,44957458.0,209.95,9438818307.1
United Kingdom,2019,52765.3718044,3541130500000.0,81.4048780487805,66836327.0,3628.3756591765,242507302035.5611
