Country,Year,Income_per_Person,Total_GDP,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2011,11944.8229268,34777399726.73,78.092,2905195.0,233.5603530915,678538369.9996604
Andorra,2011,64654.8386936,5029047318.08,,77783.0,3326.8890014675,258775407.2011465
Austria,2011,60789.08811,510219030000.0,80.9829268292683,8391643.0,4392.8,36862809370.4
Belarus,2011,24628.2797464,233297610000.0,70.5536585365854,9461643.0,263.5,2493142930.5
Belgium,2011,55602.1219731,613771380000.0,80.5853658536585,11038264.0,4190.619946288,46257169290.79277
Bosnia and Herzegovina,2011,12275.7073092,45933217069.1,77.007,3741798.0,388.45,1453501433.1
Bulgaria,2011,21828.8137684,161097600000.0,74.1634146341463,7348328.0,472.6,3472819812.8
Croatia,2011,27856.4778674,119248890000.0,76.7756097560976,4280622.0,962.2,4118814488.4
Cyprus,2011,40721.5396875,46686960200.85,79.999,1146493.0,1797.75,2061107790.75
Czechia,2011,39193.8554147,411359540000.0,77.8731707317073,10496088.0,1406.333612064,14761001349.581604
Denmark,2011,59126.0207723,329381930000.0,79.8,5570572.0,5472.3,30483841155.6
Estonia,2011,31577.3729578,41914478617.06,76.2292682926829,1327439.0,901.98841553,1197334600.3227277
Finland,2011,53992.4381489,290924340000.0,80.4707317073171,5388272.0,4010.3,21608587201.6
France,2011,49804.0343022,3174198900000.0,82.1146341463415,65340830.0,4192.0962402365,273915047776.9323
Germany,2011,55988.2488934,4527087000000.0,80.4365853658537,80274983.0,4281.867944336999,343726876439.8976
Greece,2011,32770.7909432,364045850000.0,80.7317073170732,11104899.0,1988.077783201,22077402986.591
Hungary,2011,27900.1606146,277514090000.0,74.8585365853659,9971727.0,903.55,9009953930.85
Iceland,2011,54015.7230668,17238415811.239998,82.3585365853659,319014.0,3324.35,1060514190.9
Ireland,2011,56986.8105337,260976560000.0,80.7463414634146,4580084.0,4713.899536135999,21590055843.06391
Italy,2011,48781.160601300006,2944813300000.0,82.1878048780488,59379449.0,2883.2,171202827356.8
Latvia,2011,24785.8453533,51057379066.08,73.5756097560976,2059709.0,650.25,1339325777.25
Lithuania,2011,29646.8774543,89789778220.87,73.5634146341464,3028115.0,786.25,2380855418.75
Luxembourg,2011,127585.79604499998,66163952476.45,80.9878048780488,518347.0,6098.75,3161268766.25
North Macedonia,2011,16856.4682989,34394713314.95,75.1,1937398.0,277.1,536852985.8
Moldova,2011,9910.7895166,35255314567.37,69.192,2860699.0,182.75,522792742.25
Monaco,2011,188776.999207,6408224014.7,,33946.0,7057.479443361499,239573197.18434945
Montenegro,2011,19845.1995905,12555819640.23,75.9829268292683,620079.0,486.2,301482409.8
Netherlands,2011,60233.5002109,1014998300000.0,81.2048780487805,16693074.0,4727.7,78919845949.8
Norway,2011,80803.46169509999,400217150000.0,81.2951219512195,4953088.0,7565.0,37470110720.0
Poland,2011,27938.4290255,1067485000000.0,76.6951219512195,38063255.0,736.1,28018362005.5
Portugal,2011,35011.793476499995,369621410000.0,80.4707317073171,10557560.0,1917.6,20245177056.0
Romania,2011,25519.9876223,517596850000.0,74.409756097561,20147528.0,362.95,7312545287.599999
Russian Federation,2011,33751.1841052,4861649700000.0,69.6839024390244,143018195.0,581.4,83150778573.0
San Marino,2011,65660.3316241,2112227208.31,,32620.0,3828.936230473,124899899.83802928
Serbia,2011,16454.3647996,121184040000.0,74.5365853658537,7236519.0,526.0600921595,3806843852.0539727
Slovakia,2011,29634.5682125,159970460000.0,75.9585365853659,5398384.0,1149.2,6203822892.8
Slovenia,2011,37755.3965531,77353407473.97,79.9707317073171,2052843.0,1825.8,3748080749.4
Spain,2011,40726.3970983,1914062200000.0,82.4756097560976,46742697.0,2472.5817260705,115575138429.45038
Sweden,2011,55556.9489082,524971760000.0,81.8024390243903,9449213.0,5398.349999999999,51010158998.55
Switzerland,2011,73212.2526173,579428530000.0,82.6951219512195,7912398.0,7767.612109375,61460438518.99453
Ukraine,2011,17477.554730199998,809347630000.0,70.8092682926829,46307853.0,207.4,9604248712.2
United Kingdom,2011,47428.0357922,3012121600000.0,80.9512195121951,63258810.0,3569.2213867230003,225784697550.6468
