Country,Year,Income_per_Person,Total_GDP,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2016,13283.8891476,38494943987.05,78.86,2876101.0,268.7319165033,772900133.7870576
Andorra,2016,62161.9794821,4486913840.84,,72181.0,2672.7850317401,192924296.3760321
Austria,2016,60979.5217886,532833610000.0,81.6414634146342,8736668.0,4568.7,39915215091.6
Belarus,2016,24101.5508799,228942310000.0,73.8268292682927,9469379.0,282.27,2672921610.33
Belgium,2016,57536.2291358,652040790000.0,81.4390243902439,11331422.0,4406.5110742236,49932036529.700935
Bosnia and Herzegovina,2016,14597.197387,50696110327.05,76.808,3473003.0,435.53,1512596996.59
Bulgaria,2016,24249.4511255,172836540000.0,74.8121951219512,7127822.0,545.14,3885660885.08
Croatia,2016,29472.9420983,121913480000.0,78.0219512195122,4106867.0,815.77,3350258892.59
Cyprus,2016,39729.5176611,49149863046.88,81.056,1237112.0,1599.53,1978797757.36
Czechia,2016,42666.633303,449363170000.0,79.0268292682927,10566332.0,1343.1236669934,14191890582.509706
Denmark,2016,62459.4205634,357779650000.0,80.8536585365854,5728010.0,5455.28,31247898392.8
Estonia,2016,36111.2230209,47516916702.08,77.6414634146342,1315790.0,1189.303359375,1564873467.232031
Finland,2016,53278.6585564,292791590000.0,81.4292682926829,5495303.0,3985.73,21902794026.19
France,2016,50783.2474592,3305323500000.0,82.5731707317073,66724104.0,4129.06265625,275508006098.14124
Germany,2016,58375.6672134,4831172300000.0,80.990243902439,82348669.0,4604.4640136743,379171482984.4765
Greece,2016,30524.1815577,328913420000.0,81.3878048780488,10775971.0,1467.8613806119,15817631669.493795
Hungary,2016,31484.0905701,308876130000.0,76.0634146341464,9814023.0,886.5799999999999,8700916511.34
Iceland,2016,61279.2203897,20563713102.13,82.2048780487805,335439.0,4865.52,1632085163.2799995
Ireland,2016,76454.5064554,363426990000.0,81.6536585365854,4755335.0,4584.5235986316,21800945526.8988
Italy,2016,46444.5128767,2808877500000.0,83.2439024390244,60627498.0,2619.0,158783417262.0
Latvia,2016,30828.3048623,60419254060.48,74.580487804878,1959537.0,848.75,1663157028.75
Lithuania,2016,36447.9019214,104572790000.0,74.6707317073171,2868231.0,959.33,2751580045.23
Luxembourg,2016,131295.21873199998,76611547909.22,82.6853658536585,582014.0,5310.75,3090930850.5
North Macedonia,2016,19428.4004942,38104125320.31,75.4,1906313.0,313.31,597266926.03
Moldova,2016,12006.045679599998,38873102659.99,69.917,2803186.0,165.87,464964461.82
Monaco,2016,193493.092647,7212648523.19,,37276.0,6973.9679833948,259961630.54902455
Montenegro,2016,21579.1703586,13470775515.83,76.4414634146341,622303.0,578.12,359765810.36
Netherlands,2016,61669.1818364,1060995700000.0,81.5609756097561,17030314.0,4504.68,76716114869.52
Norway,2016,83424.39988119999,436808460000.0,82.4073170731707,5234519.0,7272.09,38065893274.71
Poland,2016,32007.6708942,1224722000000.0,77.8512195121951,37970087.0,791.52,30054083262.24
Portugal,2016,35618.7824516,368525310000.0,81.1243902439025,10325452.0,1818.75,18779415825.0
Romania,2016,29466.2022473,582754660000.0,75.209756097561,19702267.0,461.72,9096930719.24
Russian Federation,2016,34300.7004736,5000311200000.0,71.6512195121951,145015460.0,451.05,65409223233.0
San Marino,2016,60459.6453707,2065361945.43,,33101.0,3546.5963647467,117395886.26948053
Serbia,2016,17842.5081316,127147600000.0,75.6878048780488,7058322.0,471.8365600592,3330374372.2701726
Slovakia,2016,33069.5533197,179477160000.0,77.1658536585366,5430798.0,1140.72,6195019894.56
Slovenia,2016,39200.6609347,80807184041.0,81.1756097560976,2065042.0,1779.95,3675671507.9
Spain,2016,42508.7473536,1986550300000.0,83.3292682926829,46484062.0,2305.3030419934003,107159849532.8098
Sweden,2016,58266.2639301,578192750000.0,82.3073170731707,9923085.0,5510.57,54681854508.45
Switzerland,2016,75659.47407570001,633640860000.0,83.6024390243903,8373338.0,8806.3960253882,73738930482.43198
Ukraine,2016,15589.6571744,711150650000.0,71.4763414634146,45616832.0,152.29,6946987345.28
United Kingdom,2016,50801.3036891,3347470000000.0,81.1560975609756,65611593.0,3896.8220166052,255676700146.9396
