Country,Year,Income_per_Person,Total_GDP,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2005,8607.441082000001,26477857351.32,76.621,3011487.0,147.5637957747,444386452.646164
Andorra,2005,59844.9202867,4633253573.72,,77421.0,2148.2075634802,166316377.77220055
Austria,2005,55254.9184853,454703990000.0,79.3317073170732,8227829.0,3598.7,29609488222.3
Belarus,2005,15934.6447748,154053460000.0,68.8512195121951,9663915.0,185.27,1790433532.0499997
Belgium,2005,52440.76853089999,549520520000.0,78.9804878048781,10478617.0,3303.7084594769,34618295626.518456
Bosnia and Herzegovina,2005,9604.03587561,39342865738.0,75.42,4096493.0,234.74,961610766.82
Bulgaria,2005,16944.847084399997,130391280000.0,72.5609756097561,7658972.0,259.96,1991026361.12
Croatia,2005,26213.8221912,113084540000.0,75.2446341463415,4310145.0,705.1899999999999,3039471152.55
Cyprus,2005,39884.5987294,41326466862.61,78.101,1036151.0,1325.02,1372920798.02
Czechia,2005,34148.0314752,351046880000.0,75.9243902439025,10211216.0,827.0728918453999,8445419946.378017
Denmark,2005,58358.2476721,316275290000.0,77.8439024390244,5419432.0,4309.71,23356180284.72
Estonia,2005,29099.9575916,39426019343.02,72.5682926829268,1354775.0,533.1413415494,722286560.9975883
Finland,2005,50783.54508429999,266414380000.0,78.8170731707317,5246096.0,3139.89,16472164369.44
France,2005,47677.8096573,2938149400000.0,80.1634146341463,63180854.0,3467.7743920856,219096947571.299
Germany,2005,48726.0009596,3997806500000.0,78.9317073170732,82469422.0,3451.4669775427,284640486690.03345
Greece,2005,36791.7517603,404022460000.0,79.2390243902439,10987314.0,1877.2095507861,20625490778.285828
Hungary,2005,26659.9099913,268350500000.0,72.6487804878049,10087065.0,868.15,8757085479.75
Iceland,2005,52975.9746057,15725070446.07,81.5024390243902,296734.0,4923.72,1461035130.48
Ireland,2005,60327.8092272,250679040000.0,78.9439024390244,4159914.0,3820.0454272467,15891060453.439528
Italy,2005,49402.8036671,2891036500000.0,80.7829268292683,57969484.0,2597.66,150585009807.44
Latvia,2005,22487.000779100003,50366024558.26,71.3560975609756,2238799.0,427.77,957691048.23
Lithuania,2005,23565.2035904,78289803986.09999,71.2536585365854,3322528.0,425.83,1414832098.24
Luxembourg,2005,116428.384625,54181462355.42,79.4317073170732,465158.0,5643.46,2625100566.68
North Macedonia,2005,12835.5378331,26823796815.63,73.6975609756098,2005330.0,224.07,449334293.1
Moldova,2005,7606.37848197,30339326051.31,68.169,2888985.0,76.63,221382920.55
Monaco,2005,158821.319527,5115634702.73,,32210.0,5712.1239697302,183987513.0650097
Netherlands,2005,55743.0349789,917848920000.0,79.3463414634146,16319868.0,3708.31,60519129703.08
Norway,2005,81309.0675215,375902160000.0,80.0414634146342,4623291.0,5417.45,25046447827.95
Poland,2005,20863.2662236,795399030000.0,74.9951219512195,38165445.0,452.02,17251544448.899998
Portugal,2005,34141.3480685,358586690000.0,78.0707317073171,10503330.0,1759.58,18481449401.4
Romania,2005,19409.2593775,411735900000.0,71.9121951219512,21319685.0,247.35,5273424084.75
Russian Federation,2005,26322.948588,3806241200000.0,65.529756097561,143518814.0,263.84,37866003885.76
San Marino,2005,84654.2693414,2418741783.1,,29836.0,2869.8956152368,85626205.57620516
Serbia,2005,13267.4170635,100024460000.0,72.8341463414634,7440769.0,298.32064636670003,2219735017.5453043
Slovakia,2005,22409.6241216,120489520000.0,73.9048780487805,5372807.0,582.97,3132185296.79
Slovenia,2005,34432.8059667,68759352295.94,77.6121951219512,2000474.0,1405.53,2811726221.22
Spain,2005,41321.09335069999,1816431700000.0,80.1707317073171,43653155.0,1998.511887204,87241349181.45872
Sweden,2005,50960.1491722,460158300000.0,80.5463414634146,9029572.0,3441.56,31075813812.32
Switzerland,2005,67146.1023327,499017470000.0,81.2365853658537,7437115.0,5503.7217431677,40931811531.93865
Ukraine,2005,14777.6461863,703202470000.0,67.9568292682927,47585556.0,112.52,5354326761.12
United Kingdom,2005,47374.9453836,2870734400000.0,79.0487804878049,60401206.0,3430.2333081085,207190228671.12296
