Country,Year,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2001,75.639,3060173.0,71.57517601250001,219032421.1037002
Andorra,2001,,65852.0,1296.1250830065999,85352428.96615061
Austria,2001,78.5756097560976,8042293.0,2214.5099999999998,17809738271.429996
Belarus,2001,68.5073170731707,9928549.0,68.87,683779169.63
Belgium,2001,77.9731707317073,10286570.0,1823.5365332007,18757936196.326324
Bosnia and Herzegovina,2001,75.06,4179438.0,101.85,425675760.29999995
Bulgaria,2001,71.7682926829268,8009142.0,116.39999999999999,932264128.8
Croatia,2001,74.5129268292683,4299642.0,376.36,1618213263.1200001
Cyprus,2001,76.989,964127.0,758.54,731328894.5799999
Czechia,2001,75.1731707317073,10216605.0,376.8877157639,3850512921.31204
Denmark,2001,76.7926829268293,5358783.0,2524.91,13530444784.529999
Estonia,2001,70.2585365853659,1388115.0,208.2630525242,289093067.1546299
Finland,2001,77.9658536585366,5188008.0,1755.7,9108585645.6
France,2001,79.1585365853659,61364377.0,2126.9341088849,130517986511.77206
Germany,2001,78.3292682926829,82349925.0,2276.2691137665,187450590798.48776
Greece,2001,78.3878048780488,10862132.0,974.6709667993,10587004697.941614
Hungary,2001,72.2487804878049,10187576.0,349.2,3557501539.2
Iceland,2001,80.690243902439,284968.0,2451.19,698510711.92
Ireland,2001,77.1341463414634,3866243.0,1769.0226989737,6839471626.748175
Italy,2001,80.1268292682927,56974100.0,1539.3899999999999,87705359799.0
Latvia,2001,70.7609756097561,2337170.0,198.85,464746254.5
Lithuania,2001,71.6585365853659,3470818.0,212.43,737305867.74
Luxembourg,2001,77.8243902439025,441525.0,3015.73,1331520188.25
Moldova,2001,66.787,2918135.0,24.25,70764773.75
Monaco,2001,,32447.0,2956.6471484374997,95934330.02535155
Netherlands,2001,78.190243902439,16046180.0,2110.72,33868993049.6
North Macedonia,2001,73.4365853658537,2034882.0,146.47,298049166.54
Norway,2001,78.7853658536585,4513751.0,3006.0299999999997,13568470918.529999
Poland,2001,74.2,38248076.0,274.51,10499479342.76
Portugal,2001,76.8146341463415,10362722.0,985.52,10212669785.44
Romania,2001,71.1609756097561,22131970.0,76.63,1695972861.1
Russian Federation,2001,65.3834146341463,145976482.0,114.46,16708468129.72
San Marino,2001,,27143.0,2120.973203125,57569575.65242188
Serbia,2001,72.2341463414634,7503433.0,108.8321395109,816614667.0666909
Slovakia,2001,73.4024390243903,5378867.0,205.64,1106110209.8799999
Slovenia,2001,75.7585365853659,1992060.0,801.22,1596078313.2
Spain,2001,79.3682926829268,40850412.0,1013.6991394045999,41410027488.72334
Sweden,2001,79.7951219512195,8895960.0,2091.32,18604299067.2
Switzerland,2001,80.1804878048781,7229854.0,3650.4829858355997,26392459017.075455
Ukraine,2001,67.8370731707317,49106855.0,43.65,2143514220.75
United Kingdom,2001,77.9926829268293,59119673.0,1990.7762792993,117694042648.33128
