Country,Year,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2013,78.123,2895092.0,269.7012356603,780809889.7502491
Andorra,2013,,75194.0,2950.5863061481,221866386.70450023
Austria,2013,81.1365853658537,8479823.0,5077.95,43060117202.85
Belarus,2013,72.4707317073171,9443211.0,430.68,4067002113.48
Belgium,2013,80.5878048780488,11159407.0,4806.2765869177,53635196587.98549
Bosnia and Herzegovina,2013,76.33,3610859.0,459.78,1660200751.02
Bulgaria,2013,74.8609756097561,7265115.0,530.59,3854797367.8500004
Croatia,2013,77.1268292682927,4233922.0,863.3,3655144862.6
Cyprus,2013,80.402,1183895.0,1858.52,2200292535.4
Czechia,2013,78.1756097560976,10514272.0,1468.5936169473,15441192746.047722
Denmark,2013,80.3,5614932.0,6143.98,34498029909.36
Estonia,2013,77.1414634146341,1317997.0,1159.0161987335,1527579872.8821568
Finland,2013,80.9756097560976,5438972.0,4745.24,25809227493.28
France,2013,82.219512195122,65997932.0,4738.2236035132,312712959185.4591
Germany,2013,80.490243902439,80645605.0,4947.1477734375,398965725213.27014
Greece,2013,81.2853658536585,10965211.0,1777.0687731972998,19485934059.619537
Hungary,2013,75.5658536585366,9893082.0,961.27,9509922934.14
Iceland,2013,82.0609756097561,323764.0,3946.93,1277873844.52
Ireland,2013,80.9487804878049,4623816.0,5154.298188480199,23832526432.66576
Italy,2013,82.690243902439,60233948.0,3054.5299999999997,183986401184.43997
Latvia,2013,73.9829268292683,2012647.0,782.79,1575479945.1299999
Lithuania,2013,73.9146341463415,2957689.0,930.23,2751331038.4700003
Luxembourg,2013,81.8,543360.0,6166.29,3350515334.4
Moldova,2013,69.099,2859558.0,225.04,643514932.3199999
Monaco,2013,,35447.0,8206.9634960986,290912235.0462071
Montenegro,2013,76.490243902439,621207.0,578.12,359132190.84
Netherlands,2013,81.3048780487805,16804432.0,5367.01,90189554588.32
North Macedonia,2013,75.4,1922716.0,335.62,645301943.92
Norway,2013,81.7512195121951,5079623.0,8963.77,45532572258.71
Poland,2013,77.0,38040196.0,851.66,32397313325.36
Portugal,2013,80.7219512195122,10457295.0,1970.07,20601603160.649998
Romania,2013,75.0634146341463,19983693.0,480.15,9595170193.949999
Russian Federation,2013,70.5787804878049,143805638.0,784.73,112848598307.74
San Marino,2013,,33041.0,4030.281796875,133164540.85054688
Serbia,2013,75.1853658536585,7166553.0,608.7070294194,4362331187.806689
Slovakia,2013,76.4121951219512,5413393.0,1328.8999999999999,7193857957.699999
Slovenia,2013,80.3219512195122,2059953.0,1993.35,4106207312.5499997
Spain,2013,83.0780487804878,46620045.0,2550.5827929735997,118908284584.6549
Sweden,2013,81.9560975609756,9600379.0,6496.09,62364926018.11
Switzerland,2013,82.7975609756098,8089346.0,8844.6437695361,71547383698.52177
Ukraine,2013,71.159512195122,46126770.0,272.57,12572773698.9
United Kingdom,2013,81.0048780487805,64128273.0,4175.3436865198,267757579797.96817
