Country,Year,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2018,79.184,2866376.0,340.762172245,976752512.2309341
Andorra,2018,,75162.0,3069.4567748981,230706510.114891
Austria,2018,81.6926829268293,8840521.0,5176.889999999999,45766404759.689995
Belarus,2018,74.1756097560976,9438785.0,331.74,3131222535.9
Belgium,2018,81.5951219512195,11427054.0,5021.6743701184,57382944197.75894
Bosnia and Herzegovina,2018,77.093,3387000.0,512.16,1734685920.0
Bulgaria,2018,74.9634146341464,7025037.0,669.3,4701857264.099999
Croatia,2018,78.0707317073171,3988775.0,994.25,3965839543.75
Cyprus,2018,81.382,1270737.0,1960.37,2491114692.69
Czechia,2018,79.0292682926829,10629928.0,1700.6030053717,18077287503.684784
Denmark,2018,80.9536585365854,5793636.0,6046.01,35028381192.36
Estonia,2018,78.2439024390244,1321977.0,1506.8304675296,1991995220.973378
Finland,2018,81.7341463414634,5515525.0,4386.34,24192967928.5
France,2018,82.6756097560976,67158348.0,4526.9705810559,304023865668.31433
Germany,2018,80.8926829268293,82905782.0,5345.877924805899,443204189832.57025
Greece,2018,81.7878048780488,10732882.0,1554.9855444342,16689476360.118025
Hungary,2018,76.0658536585366,9775564.0,1047.6,10240880846.4
Iceland,2018,82.8609756097561,352721.0,6046.98,2132896832.58
Ireland,2018,82.2048780487805,4867316.0,5031.4458886743005,24489637077.07864
Italy,2018,83.3463414634146,60421760.0,2912.91,176003148921.6
Latvia,2018,74.7829268292683,1927174.0,1067.97,2058164016.78
Lithuania,2018,75.6804878048781,2801543.0,1211.53,3394153390.79
Luxembourg,2018,82.2951219512195,607950.0,6040.19,3672133510.4999995
Moldova,2018,70.492,2707203.0,267.71999999999997,724772387.16
Monaco,2018,,38154.0,7612.9057519507,290462806.059927
Montenegro,2018,76.8414634146342,622227.0,705.1899999999999,438788258.12999994
Netherlands,2018,81.8121951219512,17231624.0,5171.07,89105933917.68
North Macedonia,2018,76.6487804878049,1889051.0,375.39,709130854.89
Norway,2018,82.7585365853659,5311916.0,8023.84,42621964077.44
Poland,2018,77.6024390243903,37974750.0,949.63,36061961842.5
Portugal,2018,81.3243902439024,10283822.0,2149.52,22105281065.44
Romania,2018,75.3585365853659,19473970.0,666.39,12977258868.3
Russian Federation,2018,72.6621951219512,145398106.0,590.73,85891023157.38
San Marino,2018,,34522.0,3892.2744311480997,134369097.91209468
Serbia,2018,75.890243902439,6982604.0,598.5741882303,4179606521.0336456
Slovakia,2018,77.2658536585366,5446771.0,1261.0,6868378231.0
Slovenia,2018,81.3780487804878,2073894.0,2104.9,4365339480.6
Spain,2018,83.4317073170732,46797754.0,2659.1410913092,124441830642.37947
Sweden,2018,82.5585365853659,10175214.0,5824.849999999999,59269095267.899994
Switzerland,2018,83.7536585365854,8514329.0,8936.059638674298,76084551727.2941
Ukraine,2018,71.5826829268293,45208907.0,214.37,9691433393.59
United Kingdom,2018,81.2560975609756,66460344.0,4099.4189257861,272448792007.85468
