Country,Year,Total,Life_expectancy,Population
Albania,2011,female,80.798,1467424.0
Albania,2011,male,75.693,1437771.0
Albania,2011,total,78.092,2905195.0
Andorra,2011,female,,38101.0
Andorra,2011,male,,39682.0
Andorra,2011,total,,77783.0
Austria,2011,female,83.8,4303321.0
Austria,2011,male,78.3,4088322.0
Austria,2011,total,80.9829268292683,8391643.0
Belarus,2011,female,76.7,5064259.0
Belarus,2011,male,64.7,4397384.0
Belarus,2011,total,70.5536585365854,9461643.0
Belgium,2011,female,83.3,5617084.0
Belgium,2011,male,78.0,5421180.0
Belgium,2011,total,80.5853658536585,11038264.0
Bosnia and Herzegovina,2011,female,79.382,1960912.0
Bosnia and Herzegovina,2011,male,74.492,1780886.0
Bosnia and Herzegovina,2011,total,77.007,3741798.0
Bulgaria,2011,female,77.8,3773377.0
Bulgaria,2011,male,70.7,3574951.0
Bulgaria,2011,total,74.1634146341463,7348328.0
Channel Islands,2011,female,83.891,80944.0
Channel Islands,2011,male,79.466,78762.0
Channel Islands,2011,total,81.726,159706.0
Croatia,2011,female,79.9,2220230.0
Croatia,2011,male,73.8,2060392.0
Croatia,2011,total,76.7756097560976,4280622.0
Cyprus,2011,female,82.336,566219.0
Cyprus,2011,male,77.736,580274.0
Cyprus,2011,total,79.999,1146493.0
Czechia,2011,female,81.1,5343660.0
Czechia,2011,male,74.8,5152428.0
Czechia,2011,total,77.8731707317073,10496088.0
Denmark,2011,female,81.9,2809034.0
Denmark,2011,male,77.8,2761538.0
Denmark,2011,total,79.8,5570572.0
Estonia,2011,female,81.3,708506.0
Estonia,2011,male,71.4,618933.0
Estonia,2011,total,76.2292682926829,1327439.0
Faroe Islands,2011,female,83.5,23655.0
Faroe Islands,2011,male,78.4,24888.0
Faroe Islands,2011,total,80.8878048780488,48543.0
Finland,2011,female,83.8,2742669.0
Finland,2011,male,77.3,2645603.0
Finland,2011,total,80.4707317073171,5388272.0
France,2011,female,85.7,33701265.0
France,2011,male,78.7,31639565.0
France,2011,total,82.1146341463415,65340830.0
Germany,2011,female,83.1,41126974.0
Germany,2011,male,77.9,39148009.0
Germany,2011,total,80.4365853658537,80274983.0
Gibraltar,2011,female,85.461,15842.0
Gibraltar,2011,male,78.326,15818.0
Gibraltar,2011,total,81.871,31660.0
Greece,2011,female,83.6,5680238.0
Greece,2011,male,78.0,5424661.0
Greece,2011,total,80.7317073170732,11104899.0
Hungary,2011,female,78.7,5230742.0
Hungary,2011,male,71.2,4740985.0
Hungary,2011,total,74.8585365853659,9971727.0
Iceland,2011,female,84.1,158850.0
Iceland,2011,male,80.7,160164.0
Iceland,2011,total,82.3585365853659,319014.0
Ireland,2011,female,83.0,2308538.0
Ireland,2011,male,78.6,2271546.0
Ireland,2011,total,80.7463414634146,4580084.0
Isle of Man,2011,female,81.509,42471.0
Isle of Man,2011,male,76.886,41911.0
Isle of Man,2011,total,79.19,84382.0
Italy,2011,female,84.8,30617245.0
Italy,2011,male,79.7,28762204.0
Italy,2011,total,82.1878048780488,59379449.0
Kosovo,2011,female,80.48,912238.0
Kosovo,2011,male,75.154,879711.0
