Country,Year,Total,Life_expectancy,Population
Albania,1960,female,57.78,798472.0
Albania,1960,male,51.365,810328.0
Albania,1960,total,54.439,1608800.0
Andorra,1960,female,,4692.0
Andorra,1960,male,,4818.0
Andorra,1960,total,,9510.0
Austria,1960,female,71.92,3764891.0
Austria,1960,male,65.41,3282648.0
Austria,1960,total,68.5856097560976,7047539.0
Belarus,1960,female,72.736,4529311.0
Belarus,1960,male,65.939,3668689.0
Belarus,1960,total,69.2546097560976,8198000.0
Belgium,1960,female,72.77,4670041.0
Belgium,1960,male,66.78,4483448.0
Belgium,1960,total,69.7019512195122,9153489.0
Bosnia and Herzegovina,1960,female,63.693,1729855.0
Bosnia and Herzegovina,1960,male,58.367,1551526.0
Bosnia and Herzegovina,1960,total,61.037,3281381.0
Bulgaria,1960,female,71.03,3939014.0
Bulgaria,1960,male,67.55,3928360.0
Bulgaria,1960,total,69.2475609756098,7867374.0
Channel Islands,1960,female,74.507,57044.0
Channel Islands,1960,male,68.295,53764.0
Channel Islands,1960,total,71.47,110808.0
Croatia,1960,female,68.323,2198423.0
Croatia,1960,male,62.777,1941758.0
Croatia,1960,total,65.4823658536585,4140181.0
Cyprus,1960,female,67.933,298886.0
Cyprus,1960,male,60.809,287604.0
Cyprus,1960,total,64.187,586490.0
Czechia,1960,female,73.34,4943878.0
Czechia,1960,male,67.5,4658128.0
Czechia,1960,total,70.3487804878049,9602006.0
Denmark,1960,female,74.0,2308421.0
Denmark,1960,male,70.44,2271182.0
Denmark,1960,total,72.1765853658537,4579603.0
Estonia,1960,female,73.049,677310.0
Estonia,1960,male,65.014,534227.0
Estonia,1960,total,68.933512195122,1211537.0
Faroe Islands,1960,female,,16416.0
Faroe Islands,1960,male,,17711.0
Faroe Islands,1960,total,,34127.0
Finland,1960,female,72.4,2296157.0
Finland,1960,male,65.41,2133477.0
Finland,1960,total,68.819756097561,4429634.0
France,1960,female,73.3,24388808.0
France,1960,male,66.6,23024156.0
France,1960,total,69.8682926829268,47412964.0
Germany,1960,female,71.749,38946165.0
Germany,1960,male,66.507,33868735.0
Germany,1960,total,69.0640731707317,72814900.0
Gibraltar,1960,female,70.72,11414.0
Gibraltar,1960,male,67.686,10425.0
Gibraltar,1960,total,69.309,21839.0
Greece,1960,female,71.862,4243998.0
Greece,1960,male,66.86,4087727.0
Greece,1960,total,69.3,8331725.0
Hungary,1960,female,70.18,5167728.0
Hungary,1960,male,65.93,4816239.0
Hungary,1960,total,68.0031707317073,9983967.0
Iceland,1960,female,75.503,86890.0
Iceland,1960,male,72.104,88684.0
Iceland,1960,total,73.7620487804878,175574.0
Ireland,1960,female,71.989,1405864.0
Ireland,1960,male,68.485,1422736.0
Ireland,1960,total,70.1942682926829,2828600.0
Isle of Man,1960,female,69.743,26446.0
Isle of Man,1960,male,59.195,22422.0
Isle of Man,1960,total,64.409,48868.0
Italy,1960,female,71.69,25854321.0
Italy,1960,male,66.68,24345379.0
Italy,1960,total,69.1239024390244,50199700.0
Kosovo,1960,female,62.931,487910.0
Kosovo,1960,male,60.032,496936.0
Kosovo,1960,total,61.485,984846.0
Latvia,1960,female,73.49,1183662.0
Latvia,1960,male,66.26,937317.0
Latvia,1960,total,69.7868292682927,2120979.0
Liechtenstein,1960,female,,8424.0
Liechtenstein,1960,male,,8027.0
Liechtenstein,1960,total,,16451.0
Lithuania,1960,female,72.9,1497823.0
Lithuania,1960,male,66.94,1280727.0
Lithuania,1960,total,69.8473170731707,2778550.0
Luxembourg,1960,female,71.51,158813.0
Luxembourg,1960,male,65.814,155157.0
Luxembourg,1960,total,68.5925365853659,313970.0
Moldova,1960,female,64.917,1116615.0
Moldova,1960,male,56.82,941405.0
Moldova,1960,total,61.074,2058020.0
Monaco,1960,female,,12014.0
Monaco,1960,male,,9794.0
Monaco,1960,total,,21808.0
Montenegro,1960,female,67.095,254644.0
Montenegro,1960,male,62.758,225935.0
Montenegro,1960,total,64.8736097560976,480579.0
Netherlands,1960,female,75.38,5766415.0
Netherlands,1960,male,71.5,5720216.0
Netherlands,1960,total,73.3926829268293,11486631.0
North Macedonia,1960,female,57.376,736341.0
North Macedonia,1960,male,55.125,698718.0
North Macedonia,1960,total,56.2230487804878,1435059.0
Norway,1960,female,75.87,1796883.0
Norway,1960,male,71.34,1784356.0
Norway,1960,total,73.549756097561,3581239.0
Poland,1960,female,70.6,15303552.0
Poland,1960,male,64.9,14333898.0
Poland,1960,total,67.6804878048781,29637450.0
Portugal,1960,female,66.886,4617651.0
Portugal,1960,male,61.266,4240065.0
Portugal,1960,total,64.0074634146342,8857716.0
Romania,1960,female,67.56,9467902.0
Romania,1960,male,64.242,8939003.0
Romania,1960,total,65.8605365853659,18406905.0
Russian Federation,1960,female,71.74,66166734.0
Russian Federation,1960,male,63.394,53730266.0
Russian Federation,1960,total,67.4652195121951,119897000.0
San Marino,1960,female,,7604.0
San Marino,1960,male,,7824.0
San Marino,1960,total,,15428.0
Serbia,1960,female,65.341,3452305.0
Serbia,1960,male,62.594,3186687.0
Serbia,1960,total,63.934,6638992.0
Slovakia,1960,female,72.526,2058568.0
Slovakia,1960,male,68.121,2009527.0
Slovakia,1960,total,70.2697804878049,4068095.0
Slovenia,1960,female,72.0,848530.0
Slovenia,1960,male,66.1,736190.0
Slovenia,1960,total,68.9780487804878,1584720.0
Spain,1960,female,71.66,15662613.0
Spain,1960,male,66.68,14792387.0
Spain,1960,total,69.1092682926829,30455000.0
Sweden,1960,female,74.87,3750714.0
Sweden,1960,male,71.23,3733942.0
Sweden,1960,total,73.0056097560976,7484656.0
Switzerland,1960,female,74.11,2746639.0
Switzerland,1960,male,68.65,2581188.0
Switzerland,1960,total,71.3134146341463,5327827.0
Ukraine,1960,female,72.612,23777872.0
Ukraine,1960,male,66.507,19046221.0
Ukraine,1960,total,69.4850487804878,42824093.0
United Kingdom,1960,female,74.2,27087260.0
United Kingdom,1960,male,68.2,25312740.0
United Kingdom,1960,total,71.1268292682927,52400000.0
