Country,Year,Total,Life_expectancy,Population
Albania,1979,female,71.861,1290809.0
Albania,1979,male,67.384,1327023.0
Albania,1979,total,69.584,2617832.0
Andorra,1979,female,,15756.0
Andorra,1979,male,,18550.0
Andorra,1979,total,,34306.0
Austria,1979,female,76.0,3983149.0
Austria,1979,male,68.8,3566276.0
Austria,1979,total,72.3121951219512,7549425.0
Belarus,1979,female,74.611,5133580.0
Belarus,1979,male,65.479,4450420.0
Belarus,1979,total,69.9336341463415,9584000.0
Belgium,1979,female,76.61,5036724.0
Belgium,1979,male,69.94,4811658.0
Belgium,1979,total,73.1936585365854,9848382.0
Bosnia and Herzegovina,1979,female,73.537,2120706.0
Bosnia and Herzegovina,1979,male,67.057,1992594.0
Bosnia and Herzegovina,1979,total,70.34,4113300.0
Bulgaria,1979,female,74.11,4426280.0
Bulgaria,1979,male,68.64,4399660.0
Bulgaria,1979,total,71.3082926829268,8825940.0
Channel Islands,1979,female,75.73,67367.0
Channel Islands,1979,male,69.223,62853.0
Channel Islands,1979,total,72.509,130220.0
Croatia,1979,female,74.11,2389175.0
Croatia,1979,male,66.92,2205603.0
Croatia,1979,total,70.4273170731707,4594778.0
Cyprus,1979,female,74.422,339035.0
Cyprus,1979,male,69.439,338514.0
Cyprus,1979,total,71.895,677549.0
Czechia,1979,female,74.34,5306234.0
Czechia,1979,male,67.33,4986107.0
Czechia,1979,total,70.749512195122,10292341.0
Denmark,1979,female,77.4,2589548.0
Denmark,1979,male,71.19,2527253.0
Denmark,1979,total,74.2192682926829,5116801.0
Estonia,1979,female,73.979,788965.0
Estonia,1979,male,63.84,679368.0
Estonia,1979,total,68.7858536585366,1468333.0
Faroe Islands,1979,female,,20303.0
Faroe Islands,1979,male,,22218.0
Faroe Islands,1979,total,,42521.0
Finland,1979,female,77.55,2460831.0
Finland,1979,male,68.97,2303859.0
Finland,1979,total,73.1553658536586,4764690.0
France,1979,female,78.0,28120722.0
France,1979,male,69.9,26859129.0
France,1979,total,73.8512195121951,54979851.0
Germany,1979,female,75.962,41008471.0
Germany,1979,male,69.457,37117879.0
Germany,1979,total,72.6301707317073,78126350.0
Gibraltar,1979,female,74.854,14152.0
Gibraltar,1979,male,70.465,14423.0
Gibraltar,1979,total,72.71,28575.0
Greece,1979,female,77.369,4861113.0
Greece,1979,male,72.004,4687145.0
Greece,1979,total,74.6210731707317,9548258.0
Hungary,1979,female,73.17,5516843.0
Hungary,1979,male,66.23,5187309.0
Hungary,1979,total,69.6153658536585,10704152.0
Iceland,1979,female,80.0,111891.0
Iceland,1979,male,73.7,113844.0
Iceland,1979,total,76.7731707317073,225735.0
Ireland,1979,female,75.291,1678204.0
Ireland,1979,male,69.389,1695546.0
Ireland,1979,total,72.2680243902439,3373750.0
Isle of Man,1979,female,72.929,33090.0
Isle of Man,1979,male,63.099,30149.0
Isle of Man,1979,total,67.882,63239.0
Italy,1979,female,77.46,28979114.0
Italy,1979,male,70.71,27338635.0
Italy,1979,total,74.0026829268293,56317749.0
Kosovo,1979,female,68.912,773567.0
Kosovo,1979,male,65.911,786220.0
Kosovo,1979,total,67.389,1559787.0
Latvia,1979,female,73.72,1352914.0
Latvia,1979,male,63.52,1153039.0
Latvia,1979,total,68.4956097560976,2505953.0
Liechtenstein,1979,female,,12897.0
Liechtenstein,1979,male,,12678.0
Liechtenstein,1979,total,,25575.0
Lithuania,1979,female,75.64,1795620.0
Lithuania,1979,male,65.57,1602222.0
Lithuania,1979,total,70.4821951219512,3397842.0
Luxembourg,1979,female,76.141,185371.0
Luxembourg,1979,male,68.702,177485.0
Luxembourg,1979,total,72.3307804878049,362856.0
Moldova,1979,female,68.296,1438648.0
Moldova,1979,male,61.03,1244387.0
Moldova,1979,total,64.807,2683035.0
Monaco,1979,female,,14404.0
Monaco,1979,male,,12488.0
Monaco,1979,total,,26892.0
Montenegro,1979,female,73.346,292774.0
Montenegro,1979,male,67.756,274114.0
Montenegro,1979,total,70.4828292682927,566888.0
Netherlands,1979,female,78.92,7068714.0
Netherlands,1979,male,72.45,6969556.0
Netherlands,1979,total,75.6060975609756,14038270.0
North Macedonia,1979,female,71.636,968926.0
North Macedonia,1979,male,67.759,937597.0
North Macedonia,1979,total,69.6502195121951,1906523.0
Norway,1979,female,78.82,2053376.0
Norway,1979,male,72.17,2019141.0
Norway,1979,total,75.4139024390244,4072517.0
Poland,1979,female,74.9,18075777.0
Poland,1979,male,66.8,17171440.0
Poland,1979,total,70.7512195121951,35247217.0
Portugal,1979,female,74.6,5011931.0
Portugal,1979,male,67.9,4649334.0
Portugal,1979,total,71.1682926829268,9661265.0
Romania,1979,female,71.75,11386271.0
Romania,1979,male,66.68,10704217.0
Romania,1979,total,69.1531707317073,22090488.0
Russian Federation,1979,female,73.02,74487612.0
Russian Federation,1979,male,61.49,63539388.0
Russian Federation,1979,total,67.1143902439024,138027000.0
San Marino,1979,female,,10668.0
San Marino,1979,male,,10652.0
San Marino,1979,total,,21320.0
Serbia,1979,female,71.543,3890693.0
Serbia,1979,male,65.795,3651304.0
Serbia,1979,total,68.5989024390244,7541997.0
Slovakia,1979,female,74.557,2509647.0
Slovakia,1979,male,67.114,2429326.0
Slovakia,1979,total,70.7447317073171,4938973.0
Slovenia,1979,female,74.9,982075.0
Slovenia,1979,male,67.0,900524.0
Slovenia,1979,total,70.8536585365854,1882599.0
Spain,1979,female,78.02,18945508.0
Spain,1979,male,71.77,18245822.0
Spain,1979,total,74.8187804878049,37191330.0
Sweden,1979,female,78.71,4181161.0
Sweden,1979,male,72.49,4112517.0
Sweden,1979,total,75.5241463414634,8293678.0
Switzerland,1979,female,78.78,3232578.0
Switzerland,1979,male,72.31,3061787.0
Switzerland,1979,total,75.4660975609756,6294365.0
Ukraine,1979,female,73.418,27038900.0
Ukraine,1979,male,63.757,22682481.0
Ukraine,1979,total,68.4696829268293,49721381.0
United Kingdom,1979,female,76.4,28873565.0
United Kingdom,1979,male,70.3,27373386.0
United Kingdom,1979,total,73.2756097560976,56246951.0
