Country,Year,Total,Life_expectancy,Population
Albania,1983,female,74.147,1405044.0
Albania,1983,male,68.551,1438916.0
Albania,1983,total,71.296,2843960.0
Andorra,1983,female,,18775.0
Andorra,1983,male,,21790.0
Andorra,1983,total,,40565.0
Austria,1983,female,76.7,3978767.0
Austria,1983,male,69.5,3583143.0
Austria,1983,total,73.0121951219512,7561910.0
Belarus,1983,female,74.505,5256848.0
Belarus,1983,male,65.309,4586152.0
Belarus,1983,total,69.7948536585366,9843000.0
Belgium,1983,female,77.27,5041972.0
Belgium,1983,male,70.63,4813548.0
Belgium,1983,total,73.8690243902439,9855520.0
Bosnia and Herzegovina,1983,female,74.526,2187997.0
Bosnia and Herzegovina,1983,male,67.588,2070731.0
Bosnia and Herzegovina,1983,total,71.081,4258728.0
Bulgaria,1983,female,74.48,4493898.0
Bulgaria,1983,male,68.44,4445840.0
Bulgaria,1983,total,71.3863414634146,8939738.0
Channel Islands,1983,female,76.955,69028.0
Channel Islands,1983,male,71.006,64385.0
Channel Islands,1983,total,74.041,133413.0
Croatia,1983,female,74.27,2422014.0
Croatia,1983,male,66.47,2236240.0
Croatia,1983,total,70.2748780487805,4658254.0
Cyprus,1983,female,74.503,349007.0
Cyprus,1983,male,70.196,358218.0
Cyprus,1983,total,72.311,707225.0
Czechia,1983,female,74.31,5318968.0
Czechia,1983,male,67.05,5004888.0
Czechia,1983,total,70.5914634146341,10323856.0
Denmark,1983,female,77.55,2594777.0
Denmark,1983,male,71.44,2519520.0
Denmark,1983,total,74.4204878048781,5114297.0
Estonia,1983,female,74.6,808126.0
Estonia,1983,male,64.4,700619.0
Estonia,1983,total,69.3756097560976,1508745.0
Faroe Islands,1983,female,,21370.0
Faroe Islands,1983,male,,23300.0
Faroe Islands,1983,total,,44670.0
Finland,1983,female,78.36,2505739.0
Finland,1983,male,70.24,2350048.0
Finland,1983,total,74.2009756097561,4855787.0
France,1983,female,79.0,28745158.0
France,1983,male,70.8,27363172.0
France,1983,total,74.8,56108330.0
Germany,1983,female,76.934,40857893.0
Germany,1983,male,70.468,37270389.0
Germany,1983,total,73.6221463414634,78128282.0
Gibraltar,1983,female,77.0,14188.0
Gibraltar,1983,male,71.844,14545.0
Gibraltar,1983,total,74.524,28733.0
Greece,1983,female,78.175,5007196.0
Greece,1983,male,72.987,4839431.0
Greece,1983,total,75.5177317073171,9846627.0
Hungary,1983,female,73.02,5524704.0
