Country,Year,Total,Life_expectancy,Population
Albania,2022,female,79.472,1404107
Albania,2022,male,74.502,1373582
Albania,2022,total,76.833,2777689
Andorra,2022,female,..,38912
Andorra,2022,male,..,40793
Andorra,2022,total,..,79705
Austria,2022,female,83.5,4592386
Austria,2022,male,78.8,4449465
Austria,2022,total,81.0926829268293,9041851
Belarus,2022,female,78.384,4928161
Belarus,2022,male,68.09,4299910
Belarus,2022,total,73.1114634146342,9228071
Belgium,2022,female,83.9,5923682
Belgium,2022,male,79.6,5756528
Belgium,2022,total,81.6975609756098,11680210
Bosnia and Herzegovina,2022,female,77.498,1680628
Bosnia and Herzegovina,2022,male,73.126,1524174
Bosnia and Herzegovina,2022,total,75.293,3204802
Bulgaria,2022,female,78.1,3427234
Bulgaria,2022,male,70.8,3216090
Bulgaria,2022,total,74.3609756097561,6643324
Channel Islands,2022,female,83.635,84597
Channel Islands,2022,male,79.521,82618
Channel Islands,2022,total,81.583,167215
Croatia,2022,female,80.7,1997208
Croatia,2022,male,74.6,1858433
Croatia,2022,total,77.5756097560976,3855641
Cyprus,2022,female,83.673,660545
Cyprus,2022,male,80.068,670825
Cyprus,2022,total,81.889,1331370
Czechia,2022,female,82,5410575
Czechia,2022,male,76.2,5261543
Czechia,2022,total,79.0292682926829,10672118
Denmark,2022,female,83.2,2967128
Denmark,2022,male,79.5,2935909
Denmark,2022,total,81.3048780487805,5903037
Estonia,2022,female,82.4,708704
Estonia,2022,male,73.7,640136
Estonia,2022,total,77.9439024390244,1348840
Faroe Islands,2022,female,85.4,26024
Faroe Islands,2022,male,81.3,27928
Faroe Islands,2022,total,83.3,53952
Finland,2022,female,83.8,2809620
Finland,2022,male,78.7,2746486
Finland,2022,total,81.1878048780488,5556106
France,2022,female,85.2,35081787
France,2022,male,79.4,32983228
France,2022,total,82.2292682926829,68065015
Germany,2022,female,83.2,42428700
Germany,2022,male,78.33,41369285
Germany,2022,total,80.7056097560976,83797985
Gibraltar,2022,female,84.691,18895
Gibraltar,2022,male,80.93,18714
Gibraltar,2022,total,82.83,37609
Greece,2022,female,83.3,5382141
Greece,2022,male,78.1,5054741
Greece,2022,total,80.6365853658537,10436882
Hungary,2022,female,79.5,5018394
Hungary,2022,male,72.7,4625983
Hungary,2022,total,76.0170731707317,9644377
Iceland,2022,female,83.4,186312
Iceland,2022,male,81,195691
Iceland,2022,total,82.1707317073171,382003
Ireland,2022,female,84.9,2608057
Ireland,2022,male,81.3,2557643
Ireland,2022,total,83.0560975609756,5165700
Isle of Man,2022,female,82.732,42457
Isle of Man,2022,male,78.833,41675
Isle of Man,2022,total,80.762,84132
Italy,2022,female,85,30199743
Italy,2022,male,80.9,28813924
Italy,2022,total,82.9,59013667
Kosovo,2022,female,81.742,898350
Kosovo,2022,male,77.211,869746
Kosovo,2022,total,79.524,1768096
Latvia,2022,female,79.6,1009582
Latvia,2022,male,69.8,869801
Latvia,2022,total,74.580487804878,1879383
Liechtenstein,2022,female,85.6,19886
Liechtenstein,2022,male,83.1,19607
Liechtenstein,2022,total,84.319512195122,39493
Lithuania,2022,female,80.3,1498514
Lithuania,2022,male,71.5,1333125
Lithuania,2022,total,75.7926829268293,2831639
Luxembourg,2022,female,85.3,324321
Luxembourg,2022,male,80.9,328782
Luxembourg,2022,total,83.0463414634146,653103
Moldova,2022,female,73.32,1364474
Moldova,2022,male,64.217,1164180
Moldova,2022,total,68.621,2528654
Monaco,2022,female,..,19859
Monaco,2022,male,..,19072
Monaco,2022,total,..,38931
Montenegro,2022,female,78.8,320255
Montenegro,2022,male,73.7,296958
Montenegro,2022,total,76.1878048780488,617213
Netherlands,2022,female,83.2,8911982
Netherlands,2022,male,80.3,8789000
Netherlands,2022,total,81.7146341463415,17700982
North Macedonia,2022,female,76.74,940844
North Macedonia,2022,male,72.22,890868
North Macedonia,2022,total,74.4248780487805,1831712
Norway,2022,female,84.2,2705700
Norway,2022,male,81,2751427
Norway,2022,total,82.5609756097561,5457127
Poland,2022,female,81.3,18975738
Poland,2022,male,73.5,17846011
Poland,2022,total,77.3048780487805,36821749
Portugal,2022,female,84.5,5463636
Portugal,2022,male,78.8,4970696
Portugal,2022,total,81.5804878048781,10434332
Romania,2022,female,79.3,9822455
Romania,2022,male,71.5,9226047
Romania,2022,total,75.3048780487805,19048502
Russian Federation,2022,female,77.77,77230340
Russian Federation,2022,male,67.57,67006593
Russian Federation,2022,total,72.5456097560976,144236933
San Marino,2022,female,..,17210
San Marino,2022,male,..,16545
San Marino,2022,total,..,33755
Serbia,2022,female,78.12,3493763
Serbia,2022,male,72.97,3170686
Serbia,2022,total,75.4821951219512,6664449
Slovakia,2022,female,80.6,2779322
Slovakia,2022,male,73.7,2652430
Slovakia,2022,total,77.0658536585366,5431752
Slovenia,2022,female,84.1,1051860
Slovenia,2022,male,78.6,1060216
Slovenia,2022,total,81.2829268292683,2112076
Spain,2022,female,85.9,24307494
Spain,2022,male,80.4,23451633
Spain,2022,total,83.0829268292683,47759127
Sweden,2022,female,84.8,5207363
Sweden,2022,male,81.5,5279578
Sweden,2022,total,83.109756097561,10486941
Switzerland,2022,female,85.4,4419358
Switzerland,2022,male,81.6,4357730
Switzerland,2022,total,83.4536585365854,8777088
Ukraine,2022,female,73.904,21931325
Ukraine,2022,male,63.525,19117441
Ukraine,2022,total,68.5879268292683,41048766
United Kingdom,2022,female,83.8,34423876
United Kingdom,2022,male,80.4,33367124
United Kingdom,2022,total,82.0585365853659,67791000
