Country,Year,Total,Life_expectancy,Population
Albania,2007,female,80.247,1507288.0
Albania,2007,male,75.1,1462729.0
Albania,2007,total,77.549,2970017.0
Andorra,2007,female,,39026.0
Andorra,2007,male,,42851.0
Andorra,2007,total,,81877.0
Austria,2007,female,83.1,4259438.0
Austria,2007,male,77.4,4036049.0
Austria,2007,total,80.1804878048781,8295487.0
Belarus,2007,female,76.2,5111547.0
Belarus,2007,male,64.5,4449406.0
Belarus,2007,total,70.2073170731707,9560953.0
Belgium,2007,female,82.6,5423102.0
Belgium,2007,male,77.1,5202598.0
Belgium,2007,total,79.7829268292683,10625700.0
Bosnia and Herzegovina,2007,female,78.953,2096898.0
Bosnia and Herzegovina,2007,male,73.201,1916526.0
Bosnia and Herzegovina,2007,total,76.161,4013424.0
Bulgaria,2007,female,76.3,3876005.0
Bulgaria,2007,male,69.2,3669333.0
Bulgaria,2007,total,72.6634146341463,7545338.0
Channel Islands,2007,female,83.268,79189.0
Channel Islands,2007,male,78.914,76120.0
Channel Islands,2007,total,81.166,155309.0
Croatia,2007,female,79.25,2237035.0
Croatia,2007,male,72.33,2073182.0
Croatia,2007,total,75.7056097560976,4310217.0
Cyprus,2007,female,81.006,529042.0
Cyprus,2007,male,76.656,543672.0
Cyprus,2007,total,78.81,1072714.0
Czechia,2007,female,79.9,5258047.0
Czechia,2007,male,73.7,5040781.0
Czechia,2007,total,76.7243902439025,10298828.0
Denmark,2007,female,80.5,2756775.0
Denmark,2007,male,76.0,2704663.0
Denmark,2007,total,78.1951219512195,5461438.0
Estonia,2007,female,78.5,717551.0
Estonia,2007,male,67.4,623129.0
Estonia,2007,total,72.8146341463415,1340680.0
Faroe Islands,2007,female,82.6,23256.0
Faroe Islands,2007,male,77.5,25122.0
Faroe Islands,2007,total,79.9878048780488,48378.0
Finland,2007,female,82.9,2698375.0
Finland,2007,male,75.8,2590345.0
Finland,2007,total,79.2634146341464,5288720.0
France,2007,female,84.8,33023600.0
France,2007,male,77.6,30993290.0
France,2007,total,81.1121951219512,64016890.0
Germany,2007,female,82.3,42139308.0
Germany,2007,male,76.9,40127064.0
Germany,2007,total,79.5341463414634,82266372.0
Gibraltar,2007,female,81.907,15014.0
Gibraltar,2007,male,75.201,14992.0
Gibraltar,2007,total,78.514,30006.0
Greece,2007,female,82.0,5614075.0
Greece,2007,male,77.0,5434398.0
Greece,2007,total,79.4390243902439,11048473.0
Hungary,2007,female,77.3,5279779.0
Hungary,2007,male,69.2,4776001.0
Hungary,2007,total,73.1512195121951,10055780.0
Iceland,2007,female,83.4,152847.0
Iceland,2007,male,79.6,158719.0
Iceland,2007,total,81.4536585365854,311566.0
