Country,Year,Total,Life_expectancy,Population
Albania,1973,female,69.504,1133580.0
Albania,1973,male,64.866,1163172.0
Albania,1973,total,67.14,2296752.0
Andorra,1973,female,,11345.0
Andorra,1973,male,,13178.0
Andorra,1973,total,,24523.0
Austria,1973,female,74.6,3998551.0
Austria,1973,male,67.6,3587564.0
Austria,1973,total,71.0146341463415,7586115.0
Belarus,1973,female,74.753,4980849.0
Belarus,1973,male,67.427,4276423.0
Belarus,1973,total,71.0006585365854,9257272.0
Belgium,1973,female,74.98,4978148.0
Belgium,1973,male,68.45,4763572.0
Belgium,1973,total,71.6353658536586,9741720.0
Bosnia and Herzegovina,1973,female,71.19,2026544.0
Bosnia and Herzegovina,1973,male,65.144,1860832.0
Bosnia and Herzegovina,1973,total,68.216,3887376.0
Bulgaria,1973,female,73.77,4313835.0
Bulgaria,1973,male,69.03,4307132.0
Bulgaria,1973,total,71.3421951219512,8620967.0
Channel Islands,1973,female,75.379,65287.0
Channel Islands,1973,male,68.855,61586.0
Channel Islands,1973,total,72.148,126873.0
Croatia,1973,female,73.755,2327783.0
Croatia,1973,male,66.128,2142378.0
Croatia,1973,total,69.848487804878,4470161.0
Cyprus,1973,female,73.168,335279.0
Cyprus,1973,male,67.368,330658.0
Cyprus,1973,total,70.163,665937.0
Czechia,1973,female,73.69,5119216.0
Czechia,1973,male,66.53,4803050.0
Czechia,1973,total,70.0226829268293,9922266.0
Denmark,1973,female,76.53,2530364.0
Denmark,1973,male,70.97,2491497.0
Denmark,1973,total,73.6821951219512,5021861.0
Estonia,1973,female,74.358,759831.0
Estonia,1973,male,65.458,646120.0
Estonia,1973,total,69.7994634146342,1405951.0
Faroe Islands,1973,female,76.7,18962.0
Faroe Islands,1973,male,72.4,20674.0
Faroe Islands,1973,total,74.4975609756098,39636.0
Finland,1973,female,75.69,2410491.0
Finland,1973,male,66.97,2255590.0
Finland,1973,total,71.2236585365854,4666081.0
France,1973,female,76.3,27248194.0
France,1973,male,68.6,26143967.0
France,1973,total,72.3560975609756,53392161.0
Germany,1973,female,74.334,41436145.0
Germany,1973,male,68.045,37500521.0
Germany,1973,total,71.1128048780488,78936666.0
Gibraltar,1973,female,73.034,13657.0
Gibraltar,1973,male,69.646,13880.0
Gibraltar,1973,total,71.375,27537.0
Greece,1973,female,75.524,4562652.0
Greece,1973,male,70.561,4366434.0
Greece,1973,total,72.9819756097561,8929086.0
Hungary,1973,female,72.54,5376723.0
Hungary,1973,male,66.64,5055332.0
Hungary,1973,total,69.5180487804878,10432055.0
Iceland,1973,female,77.56,105029.0
Iceland,1973,male,71.49,107288.0
Iceland,1973,total,74.4509756097561,212317.0
Ireland,1973,female,73.887,1535687.0
