Country,Year,Total,Life_expectancy,Population
Albania,1975,female,70.614,1186137.0
Albania,1975,male,66.121,1218694.0
Albania,1975,total,68.328,2404831.0
Andorra,1975,female,,12797.0
Andorra,1975,male,,14976.0
Andorra,1975,total,,27773.0
Austria,1975,female,74.7,3998098.0
Austria,1975,male,67.7,3580805.0
Austria,1975,total,71.1146341463415,7578903.0
Belarus,1975,female,74.653,5030464.0
Belarus,1975,male,66.461,4336536.0
Belarus,1975,total,70.4570975609756,9367000.0
Belgium,1975,female,75.28,5009831.0
Belgium,1975,male,68.82,4790869.0
Belgium,1975,total,71.9712195121951,9800700.0
Bosnia and Herzegovina,1975,female,72.457,2058650.0
Bosnia and Herzegovina,1975,male,66.25,1907093.0
Bosnia and Herzegovina,1975,total,69.405,3965743.0
Bulgaria,1975,female,73.58,4365969.0
Bulgaria,1975,male,68.64,4354773.0
Bulgaria,1975,total,71.049756097561,8720742.0
Channel Islands,1975,female,74.945,66354.0
Channel Islands,1975,male,68.313,62427.0
Channel Islands,1975,total,71.651,128781.0
Croatia,1975,female,73.49,2347131.0
Croatia,1975,male,66.68,2164951.0
Croatia,1975,total,70.0019512195122,4512082.0
Cyprus,1975,female,73.356,334763.0
Cyprus,1975,male,67.781,324642.0
Cyprus,1975,total,70.518,659405.0
Czechia,1975,female,74.0,5188357.0
Czechia,1975,male,67.0,4870263.0
Czechia,1975,total,70.4146341463415,10058620.0
Denmark,1975,female,77.01,2554593.0
Denmark,1975,male,71.28,2505269.0
Denmark,1975,total,74.0751219512195,5059862.0
Estonia,1975,female,74.274,770791.0
Estonia,1975,male,64.669,658561.0
Estonia,1975,total,69.3543658536585,1429352.0
Faroe Islands,1975,female,,19369.0
Faroe Islands,1975,male,,21199.0
Faroe Islands,1975,total,,40568.0
Finland,1975,female,76.14,2433448.0
Finland,1975,male,67.42,2277992.0
Finland,1975,total,71.6736585365854,4711440.0
France,1975,female,76.9,27556997.0
France,1975,male,69.0,26445856.0
France,1975,total,72.8536585365854,54002853.0
Germany,1975,female,74.504,41336551.0
Germany,1975,male,68.169,37337003.0
Germany,1975,total,71.259243902439,78673554.0
Gibraltar,1975,female,73.432,13859.0
Gibraltar,1975,male,70.117,14092.0
Gibraltar,1975,total,71.816,27951.0
Greece,1975,female,75.986,4620203.0
Greece,1975,male,70.891,4426338.0
Greece,1975,total,73.3763658536586,9046541.0
Hungary,1975,female,72.44,5432038.0
Hungary,1975,male,66.29,5108487.0
Hungary,1975,total,69.29,10540525.0
Iceland,1975,female,78.99,107844.0
Iceland,1975,male,72.33,110135.0
Iceland,1975,total,75.5787804878049,217979.0
Ireland,1975,female,74.46,1586599.0
Ireland,1975,male,69.175,1602951.0
Ireland,1975,total,71.7530487804878,3189550.0
Isle of Man,1975,female,72.233,31514.0
Isle of Man,1975,male,61.92,28445.0
Isle of Man,1975,total,66.918,59959.0
Italy,1975,female,75.91,28491996.0
Italy,1975,male,69.54,26949005.0
Italy,1975,total,72.6473170731708,55441001.0
Kosovo,1975,female,67.624,696365.0
Kosovo,1975,male,64.67,701321.0
Kosovo,1975,total,66.134,1397686.0
Latvia,1975,female,74.16,1326923.0
Latvia,1975,male,63.94,1129207.0
Latvia,1975,total,68.9253658536585,2456130.0
Liechtenstein,1975,female,,12028.0
Liechtenstein,1975,male,,11818.0
Liechtenstein,1975,total,,23846.0
Lithuania,1975,female,75.6,1746718.0
Lithuania,1975,male,66.36,1554934.0
Lithuania,1975,total,70.8673170731707,3301652.0
Luxembourg,1975,female,73.843,182593.0
Luxembourg,1975,male,66.923,176357.0
Luxembourg,1975,total,70.2986097560976,358950.0
Moldova,1975,female,67.897,1381810.0
Moldova,1975,male,60.473,1185188.0
Moldova,1975,total,64.348,2566998.0
Monaco,1975,female,,13791.0
Monaco,1975,male,,11709.0
Monaco,1975,total,,25500.0
Montenegro,1975,female,73.999,283658.0
Montenegro,1975,male,68.484,262829.0
Montenegro,1975,total,71.174243902439,546487.0
Netherlands,1975,female,77.7,6862464.0
Netherlands,1975,male,71.45,6803871.0
Netherlands,1975,total,74.4987804878049,13666335.0
North Macedonia,1975,female,68.74,916222.0
North Macedonia,1975,male,65.319,881750.0
North Macedonia,1975,total,66.9877804878049,1797972.0
Norway,1975,female,78.07,2016689.0
Norway,1975,male,71.72,1990624.0
Norway,1975,total,74.8175609756098,4007313.0
Poland,1975,female,74.3,17454106.0
Poland,1975,male,67.0,16561093.0
Poland,1975,total,70.5609756097561,34015199.0
Portugal,1975,female,72.1,4741666.0
Portugal,1975,male,64.7,4351804.0
