Country,Year,Total,Life_expectancy,Population
Albania,1987,female,75.356,1528470.0
Albania,1987,male,69.476,1555135.0
Albania,1987,total,72.352,3083605.0
Andorra,1987,female,,22471.0
Andorra,1987,male,,25182.0
Andorra,1987,total,,47653.0
Austria,1987,female,78.2,3968978.0
Austria,1987,male,71.5,3605608.0
Austria,1987,total,74.7682926829268,7574586.0
Belarus,1987,female,75.6,5387621.0
Belarus,1987,male,66.6,4723379.0
Belarus,1987,total,70.990243902439,10111000.0
Belgium,1987,female,78.9,5049220.0
Belgium,1987,male,72.0,4821014.0
Belgium,1987,total,75.3658536585366,9870234.0
Bosnia and Herzegovina,1987,female,74.252,2252234.0
Bosnia and Herzegovina,1987,male,68.957,2138012.0
Bosnia and Herzegovina,1987,total,71.676,4390246.0
Bulgaria,1987,female,74.81,4534076.0
Bulgaria,1987,male,68.4,4437283.0
Bulgaria,1987,total,71.5268292682927,8971359.0
Channel Islands,1987,female,79.191,71639.0
Channel Islands,1987,male,73.838,67104.0
Channel Islands,1987,total,76.623,138743.0
Croatia,1987,female,75.24,2464690.0
Croatia,1987,male,67.88,2275055.0
Croatia,1987,total,71.470243902439,4739745.0
Cyprus,1987,female,75.196,371422.0
Cyprus,1987,male,71.037,383363.0
Cyprus,1987,total,73.089,754785.0
Czechia,1987,female,75.2,5326996.0
Czechia,1987,male,67.87,5020322.0
Czechia,1987,total,71.4456097560976,10347318.0
Denmark,1987,female,77.79,2599995.0
Denmark,1987,male,71.74,2527029.0
Denmark,1987,total,74.6912195121951,5127024.0
Estonia,1987,female,75.1,828347.0
Estonia,1987,male,66.4,723874.0
Estonia,1987,total,70.6439024390244,1552221.0
Faroe Islands,1987,female,79.0,22363.0
Faroe Islands,1987,male,72.1,24338.0
Faroe Islands,1987,total,75.4658536585366,46701.0
Finland,1987,female,78.71,2542778.0
Finland,1987,male,70.67,2389345.0
Finland,1987,total,74.5919512195122,4932123.0
France,1987,female,80.0,29414890.0
France,1987,male,71.8,27851277.0
France,1987,total,75.8,57266167.0
Germany,1987,female,78.103,40514474.0
Germany,1987,male,71.668,37325446.0
Germany,1987,total,74.8070243902439,77839920.0
Gibraltar,1987,female,76.908,13790.0
Gibraltar,1987,male,72.3,14306.0
Gibraltar,1987,total,74.679,28096.0
Greece,1987,female,78.827,5084876.0
Greece,1987,male,73.854,4915719.0
Greece,1987,total,76.2798536585366,10000595.0
Hungary,1987,female,73.8,5504394.0
Hungary,1987,male,65.7,5108347.0
Hungary,1987,total,69.6512195121951,10612741.0
Iceland,1987,female,79.9,122358.0
Iceland,1987,male,74.9,123501.0
Iceland,1987,total,77.3390243902439,245859.0
Ireland,1987,female,77.356,1774179.0
Ireland,1987,male,71.648,1765878.0
Ireland,1987,total,74.4323902439024,3540057.0
Isle of Man,1987,female,75.305,34123.0
