Country,Year,Total,Life_expectancy,Population
Albania,1962,female,59.75,848431.0
Albania,1962,male,53.82,862888.0
Albania,1962,total,56.671,1711319.0
Andorra,1962,female,,5394.0
Andorra,1962,male,,5692.0
Andorra,1962,total,,11086.0
Austria,1962,female,72.48,3804071.0
Austria,1962,male,66.29,3325793.0
Austria,1962,total,69.309512195122,7129864.0
Belarus,1962,female,73.04,4587148.0
Belarus,1962,male,66.055,3764780.0
Belarus,1962,total,69.4623170731708,8351928.0
Belgium,1962,female,73.18,4708343.0
Belgium,1962,male,67.4,4512235.0
Belgium,1962,total,70.219512195122,9220578.0
Bosnia and Herzegovina,1962,female,65.113,1796926.0
Bosnia and Herzegovina,1962,male,59.877,1610606.0
Bosnia and Herzegovina,1962,total,62.511,3407532.0
Bulgaria,1962,female,71.3,4010589.0
Bulgaria,1962,male,67.77,4002357.0
Bulgaria,1962,total,69.4919512195122,8012946.0
Channel Islands,1962,female,74.796,58153.0
Channel Islands,1962,male,69.154,54800.0
Channel Islands,1962,total,72.043,112953.0
Croatia,1962,female,69.466,2220992.0
Croatia,1962,male,63.615,1975720.0
Croatia,1962,total,66.4691463414634,4196712.0
Cyprus,1962,female,69.083,306160.0
Cyprus,1962,male,62.121,295306.0
Cyprus,1962,total,65.424,601466.0
Czechia,1962,female,72.86,4957893.0
Czechia,1962,male,66.86,4666767.0
Czechia,1962,total,69.7868292682927,9624660.0
Denmark,1962,female,74.43,2342793.0
Denmark,1962,male,70.31,2304934.0
Denmark,1962,total,72.319756097561,4647727.0
Estonia,1962,female,72.643,689349.0
Estonia,1962,male,65.124,552274.0
Estonia,1962,total,68.7918048780488,1241623.0
Faroe Islands,1962,female,,16770.0
Faroe Islands,1962,male,,18193.0
Faroe Islands,1962,total,,34963.0
Finland,1962,female,72.24,2325380.0
Finland,1962,male,65.09,2166063.0
Finland,1962,total,68.5778048780488,4491443.0
France,1962,female,73.9,24851535.0
France,1962,male,66.9,23537981.0
France,1962,total,70.3146341463415,48389516.0
Germany,1962,female,72.583,39462166.0
Germany,1962,male,67.148,34563618.0
Germany,1962,total,69.7992195121951,74025784.0
Gibraltar,1962,female,70.826,11506.0
Gibraltar,1962,male,67.938,10691.0
Gibraltar,1962,total,69.481,22197.0
Greece,1962,female,72.419,4303245.0
Greece,1962,male,68.194,4144988.0
Greece,1962,total,70.2549756097561,8448233.0
Hungary,1962,female,70.14,5202039.0
Hungary,1962,male,65.7,4859695.0
Hungary,1962,total,67.8658536585366,10061734.0
Iceland,1962,female,76.16,90191.0
Iceland,1962,male,71.4,92187.0
Iceland,1962,total,73.7219512195122,182378.0
Ireland,1962,female,72.11,1411023.0
Ireland,1962,male,67.973,1425027.0
Ireland,1962,total,69.9910487804878,2836050.0
Isle of Man,1962,female,69.745,26372.0
Isle of Man,1962,male,58.982,22316.0
Isle of Man,1962,total,64.293,48688.0
