Country,Year,Total,Life_expectancy,Population
Albania,2000,female,78.419,1580903.0
Albania,2000,male,72.646,1508124.0
Albania,2000,total,75.404,3089027.0
Andorra,2000,female,,31458.0
Andorra,2000,male,,34227.0
Andorra,2000,total,,65685.0
Austria,2000,female,81.2,4136954.0
Austria,2000,male,75.2,3874612.0
Austria,2000,total,78.1268292682927,8011566.0
Belarus,2000,female,74.7,5305824.0
Belarus,2000,male,63.4,4673786.0
Belarus,2000,total,68.9121951219512,9979610.0
Belgium,2000,female,81.0,5239284.0
Belgium,2000,male,74.6,5011966.0
Belgium,2000,total,77.7219512195122,10251250.0
Bosnia and Herzegovina,2000,female,77.311,2169976.0
Bosnia and Herzegovina,2000,male,71.484,1989795.0
Bosnia and Herzegovina,2000,total,74.496,4159771.0
Bulgaria,2000,female,75.3,4188059.0
Bulgaria,2000,male,68.2,3982113.0
Bulgaria,2000,total,71.6634146341463,8170172.0
Channel Islands,2000,female,81.393,76469.0
Channel Islands,2000,male,76.755,71641.0
Channel Islands,2000,total,79.155,148110.0
Croatia,2000,female,76.68,2320825.0
Croatia,2000,male,69.12,2147477.0
Croatia,2000,total,72.8078048780488,4468302.0
Cyprus,2000,female,78.552,465991.0
Cyprus,2000,male,74.601,481676.0
Cyprus,2000,total,76.568,947667.0
Czechia,2000,female,78.4,5262502.0
Czechia,2000,male,71.7,4992561.0
Czechia,2000,total,74.9682926829268,10255063.0
Denmark,2000,female,79.0,2700401.0
Denmark,2000,male,74.3,2639215.0
Denmark,2000,total,76.5926829268293,5339616.0
Estonia,2000,female,76.0,745852.0
Estonia,2000,male,65.1,651133.0
Estonia,2000,total,70.4170731707317,1396985.0
Faroe Islands,2000,female,81.1,22093.0
Faroe Islands,2000,male,75.9,23661.0
Faroe Islands,2000,total,78.4365853658537,45754.0
Finland,2000,female,81.0,2649961.0
Finland,2000,male,74.1,2526248.0
Finland,2000,total,77.4658536585366,5176209.0
France,2000,female,83.0,31365794.0
France,2000,male,75.3,29552867.0
France,2000,total,79.0560975609756,60918661.0
Germany,2000,female,81.0,42198832.0
Germany,2000,male,75.0,40012676.0
Germany,2000,total,77.9268292682927,82211508.0
Gibraltar,2000,female,84.053,13868.0
Gibraltar,2000,male,78.344,13841.0
Gibraltar,2000,total,81.37,27709.0
Greece,2000,female,80.5,5474870.0
Greece,2000,male,75.4,5330938.0
Greece,2000,total,77.8878048780488,10805808.0
Hungary,2000,female,75.6,5350607.0
Hungary,2000,male,67.1,4860364.0
Hungary,2000,total,71.2463414634146,10210971.0
Iceland,2000,female,81.6,140449.0
Iceland,2000,male,77.8,140756.0
Iceland,2000,total,79.6536585365854,281205.0
Ireland,2000,female,79.2,1913692.0
Ireland,2000,male,74.0,1891482.0
Ireland,2000,total,76.5365853658537,3805174.0
Isle of Man,2000,female,77.363,38677.0
Isle of Man,2000,male,72.08,36982.0
Isle of Man,2000,total,74.725,75659.0
Italy,2000,female,82.8,29367261.0
Italy,2000,male,76.9,27574847.0
Italy,2000,total,79.7780487804878,56942108.0
Kosovo,2000,female,75.773,894357.0
Kosovo,2000,male,72.383,908136.0
Kosovo,2000,total,74.072,1802493.0
Latvia,2000,female,76.0,1278039.0
Latvia,2000,male,64.9,1089511.0
Latvia,2000,total,70.3146341463415,2367550.0
Liechtenstein,2000,female,79.9,16536.0
Liechtenstein,2000,male,73.9,16109.0
Liechtenstein,2000,total,76.8268292682927,32645.0
Lithuania,2000,female,77.5,1862057.0
Lithuania,2000,male,66.8,1637479.0
Lithuania,2000,total,72.0195121951219,3499536.0
Luxembourg,2000,female,81.1,221258.0
Luxembourg,2000,male,74.8,215042.0
Luxembourg,2000,total,77.8731707317073,436300.0
Moldova,2000,female,70.035,1568885.0
Moldova,2000,male,62.719,1355783.0
Moldova,2000,total,66.417,2924668.0
Monaco,2000,female,,16697.0
Monaco,2000,male,,15758.0
Monaco,2000,total,,32455.0
Montenegro,2000,female,76.717,314602.0
Montenegro,2000,male,71.058,290348.0
Montenegro,2000,total,73.8184878048781,604950.0
Netherlands,2000,female,80.6,8063018.0
Netherlands,2000,male,75.5,7862495.0
Netherlands,2000,total,77.9878048780488,15925513.0
North Macedonia,2000,female,75.2,1037158.0
North Macedonia,2000,male,70.8,989192.0
North Macedonia,2000,total,72.9463414634147,2026350.0
Norway,2000,female,81.4,2266754.0
Norway,2000,male,76.0,2224213.0
Norway,2000,total,78.6341463414634,4490967.0
Poland,2000,female,78.0,19715929.0
Poland,2000,male,69.7,18542700.0
Poland,2000,total,73.7487804878049,38258629.0
Portugal,2000,female,79.9,5324036.0
Portugal,2000,male,72.9,4965862.0
Portugal,2000,total,76.3146341463415,10289898.0
Romania,2000,female,74.8,11662531.0
Romania,2000,male,67.7,10780440.0
Romania,2000,total,71.1634146341463,22442971.0
Russian Federation,2000,female,72.26,78056192.0
Russian Federation,2000,male,59.03,68540677.0
Russian Federation,2000,total,65.4836585365854,146596869.0
San Marino,2000,female,,13846.0
San Marino,2000,male,,12953.0
San Marino,2000,total,,26799.0
Serbia,2000,female,74.4,3949518.0
Serbia,2000,male,68.9,3566828.0
Serbia,2000,total,71.5829268292683,7516346.0
Slovakia,2000,female,77.2,2770722.0
Slovakia,2000,male,69.1,2617998.0
Slovakia,2000,total,73.0512195121951,5388720.0
Slovenia,2000,female,79.1,1017180.0
Slovenia,2000,male,71.9,971745.0
Slovenia,2000,total,75.4121951219512,1988925.0
Spain,2000,female,82.5,20653050.0
Spain,2000,male,75.6,19914814.0
Spain,2000,total,78.9658536585366,40567864.0
Sweden,2000,female,82.0,4485563.0
Sweden,2000,male,77.4,4386546.0
Sweden,2000,total,79.6439024390244,8872109.0
Switzerland,2000,female,82.6,3673916.0
Switzerland,2000,male,76.9,3510334.0
Switzerland,2000,total,79.6804878048781,7184250.0
Ukraine,2000,female,73.53,26455240.0
