Country,Year,Total,Life_expectancy,Population
Albania,1980,female,72.986,1318030.0
Albania,1980,male,68.048,1353967.0
Albania,1980,total,70.478,2671997.0
Andorra,1980,female,,16419.0
Andorra,1980,male,,19363.0
Andorra,1980,total,,35782.0
Austria,1980,female,76.1,3981998.0
Austria,1980,male,69.0,3567435.0
Austria,1980,total,72.4634146341463,7549433.0
Belarus,1980,female,74.308,5160641.0
Belarus,1980,male,65.756,4482359.0
Belarus,1980,total,69.9277073170732,9643000.0
Belgium,1980,female,76.69,5042742.0
Belgium,1980,male,69.89,4816500.0
Belgium,1980,total,73.2070731707317,9859242.0
Bosnia and Herzegovina,1980,female,73.889,2136154.0
Bosnia and Herzegovina,1980,male,67.134,2012272.0
Bosnia and Herzegovina,1980,total,70.543,4148426.0
Bulgaria,1980,female,73.99,4446408.0
Bulgaria,1980,male,68.46,4415127.0
Bulgaria,1980,total,71.1575609756098,8861535.0
Channel Islands,1980,female,76.468,67577.0
Channel Islands,1980,male,70.276,62885.0
Channel Islands,1980,total,73.428,130462.0
Croatia,1980,female,74.15,2391796.0
Croatia,1980,male,66.39,2207986.0
Croatia,1980,total,70.1753658536586,4599782.0
Cyprus,1980,female,74.494,340325.0
Cyprus,1980,male,69.498,342751.0
Cyprus,1980,total,71.95,683076.0
Czechia,1980,female,73.93,5311222.0
Czechia,1980,male,66.8,4992971.0
Czechia,1980,total,70.2780487804878,10304193.0
Denmark,1980,female,77.18,2594470.0
Denmark,1980,male,71.17,2528557.0
Denmark,1980,total,74.1017073170732,5123027.0
Estonia,1980,female,74.166,793105.0
Estonia,1980,male,63.681,684114.0
Estonia,1980,total,68.7956341463415,1477219.0
Faroe Islands,1980,female,,20578.0
Faroe Islands,1980,male,,22494.0
Faroe Islands,1980,total,,43072.0
Finland,1980,female,77.85,2468653.0
Finland,1980,male,69.24,2310882.0
Finland,1980,total,73.44,4779535.0
France,1980,female,78.2,28282745.0
France,1980,male,70.1,26991439.0
France,1980,total,74.0512195121951,55274184.0
Germany,1980,female,76.147,41023210.0
Germany,1980,male,69.613,37265366.0
Germany,1980,total,72.8003170731707,78288576.0
Gibraltar,1980,female,76.397,14197.0
Gibraltar,1980,male,70.971,14478.0
Gibraltar,1980,total,73.753,28675.0
Greece,1980,female,77.286,4898647.0
Greece,1980,male,71.937,4743858.0
Greece,1980,total,74.5462682926829,9642505.0
Hungary,1980,female,72.77,5522796.0
Hungary,1980,male,65.53,5188326.0
Hungary,1980,total,69.0617073170732,10711122.0
Iceland,1980,female,80.35,113126.0
Iceland,1980,male,73.51,115012.0
Iceland,1980,total,76.8465853658537,228138.0
Ireland,1980,female,75.392,1698426.0
Ireland,1980,male,69.932,1714374.0
Ireland,1980,total,72.5954146341464,3412800.0
Isle of Man,1980,female,73.354,33492.0
Isle of Man,1980,male,63.524,30584.0
Isle of Man,1980,total,68.304,64076.0
Italy,1980,female,77.38,29014800.0
Italy,1980,male,70.67,27419083.0
Italy,1980,total,73.9431707317073,56433883.0
Kosovo,1980,female,69.231,794694.0
Kosovo,1980,male,66.189,810124.0
Kosovo,1980,total,67.685,1604818.0
Latvia,1980,female,74.12,1355615.0
Latvia,1980,male,63.75,1156086.0
Latvia,1980,total,68.8085365853659,2511701.0
Liechtenstein,1980,female,,12862.0
Liechtenstein,1980,male,,12650.0
Liechtenstein,1980,total,,25512.0
Lithuania,1980,female,75.64,1803508.0
Lithuania,1980,male,65.57,1609694.0
Lithuania,1980,total,70.4821951219512,3413202.0
Luxembourg,1980,female,75.407,186293.0
Luxembourg,1980,male,69.159,177857.0
Luxembourg,1980,total,72.2068048780488,364150.0
Moldova,1980,female,68.681,1450013.0
Moldova,1980,male,61.377,1258662.0
Moldova,1980,total,65.173,2708675.0
Monaco,1980,female,,14498.0
Monaco,1980,male,,12624.0
Monaco,1980,total,,27122.0
Montenegro,1980,female,74.901,295405.0
Montenegro,1980,male,68.474,277203.0
Montenegro,1980,total,71.6091219512195,572608.0
Netherlands,1980,female,79.18,7128769.0
Netherlands,1980,male,72.47,7021031.0
Netherlands,1980,total,75.7431707317073,14149800.0
North Macedonia,1980,female,71.363,981793.0
North Macedonia,1980,male,67.232,951245.0
North Macedonia,1980,total,69.2471219512195,1933038.0
Norway,1980,female,79.17,2060876.0
Norway,1980,male,72.34,2024744.0
Norway,1980,total,75.6717073170732,4085620.0
Poland,1980,female,74.4,18241870.0
Poland,1980,male,66.0,17332280.0
Poland,1980,total,70.0975609756098,35574150.0
Portugal,1980,female,74.8,5062024.0
Portugal,1980,male,67.8,4704288.0
Portugal,1980,total,71.2146341463415,9766312.0
Romania,1980,female,71.78,11440342.0
Romania,1980,male,66.53,10766940.0
Romania,1980,total,69.0909756097561,22207282.0
Russian Federation,1980,female,72.96,74960986.0
Russian Federation,1980,male,61.39,64049014.0
Russian Federation,1980,total,67.0339024390244,139010000.0
San Marino,1980,female,,10819.0
San Marino,1980,male,,10766.0
San Marino,1980,total,,21585.0
Serbia,1980,female,71.809,3979656.0
Serbia,1980,male,65.916,3729888.0
Serbia,1980,total,68.7906341463415,7709544.0
Slovakia,1980,female,74.25,2531533.0
Slovakia,1980,male,66.75,2448282.0
Slovakia,1980,total,70.4085365853659,4979815.0
Slovenia,1980,female,75.1,991079.0
Slovenia,1980,male,67.3,910236.0
Slovenia,1980,total,71.1048780487805,1901315.0
Spain,1980,female,78.53,19094568.0
Spain,1980,male,72.32,18396597.0
Spain,1980,total,75.3492682926829,37491165.0
Sweden,1980,female,78.85,4192809.0
Sweden,1980,male,72.78,4117722.0
Sweden,1980,total,75.7409756097561,8310531.0
Switzerland,1980,female,78.85,3245410.0
Switzerland,1980,male,72.23,3073998.0
Switzerland,1980,total,75.4592682926829,6319408.0
Ukraine,1980,female,73.363,27128367.0
Ukraine,1980,male,63.537,22826785.0
Ukraine,1980,total,68.3301707317073,49955152.0
United Kingdom,1980,female,76.8,28906644.0
United Kingdom,1980,male,70.7,27407572.0
United Kingdom,1980,total,73.6756097560976,56314216.0
