Country,Year,Total,Life_expectancy,Population
Albania,1976,female,70.948,1212334.0
Albania,1976,male,66.537,1246192.0
Albania,1976,total,68.704,2458526.0
Andorra,1976,female,,13546.0
Andorra,1976,male,,15890.0
Andorra,1976,total,,29436.0
Austria,1976,female,75.1,3992645.0
Austria,1976,male,68.2,3572880.0
Austria,1976,total,71.5658536585366,7565525.0
Belarus,1976,female,74.52,5050315.0
Belarus,1976,male,66.47,4360685.0
Belarus,1976,total,70.3968292682927,9411000.0
Belgium,1976,female,75.49,5019515.0
Belgium,1976,male,68.91,4798712.0
Belgium,1976,total,72.119756097561,9818227.0
Bosnia and Herzegovina,1976,female,72.733,2074832.0
Bosnia and Herzegovina,1976,male,66.463,1929720.0
Bosnia and Herzegovina,1976,total,69.648,4004552.0
Bulgaria,1976,female,73.92,4386221.0
Bulgaria,1976,male,68.99,4372378.0
Bulgaria,1976,total,71.3948780487805,8758599.0
Channel Islands,1976,female,75.662,66717.0
Channel Islands,1976,male,69.384,62674.0
Channel Islands,1976,total,72.57,129391.0
Croatia,1976,female,73.8,2358895.0
Croatia,1976,male,67.27,2177039.0
Croatia,1976,total,70.4553658536585,4535934.0
Cyprus,1976,female,73.742,335473.0
Cyprus,1976,male,68.401,326559.0
Cyprus,1976,total,71.04,662032.0
Czechia,1976,female,74.2,5222746.0
Czechia,1976,male,67.04,4903193.0
Czechia,1976,total,70.5326829268293,10125939.0
Denmark,1976,female,76.69,2562807.0
Denmark,1976,male,70.93,2509789.0
Denmark,1976,total,73.739756097561,5072596.0
Estonia,1976,female,73.979,775510.0
Estonia,1976,male,64.113,664066.0
Estonia,1976,total,68.9256829268293,1439576.0
Faroe Islands,1976,female,,19566.0
Faroe Islands,1976,male,,21454.0
Faroe Islands,1976,total,,41020.0
Finland,1976,female,76.31,2441374.0
Finland,1976,male,67.53,2284290.0
Finland,1976,total,71.8129268292683,4725664.0
France,1976,female,77.2,27692333.0
France,1976,male,69.2,26540050.0
France,1976,total,73.1024390243903,54232383.0
Germany,1976,female,74.958,41185468.0
Germany,1976,male,68.621,37151482.0
Germany,1976,total,71.7122195121951,78336950.0
Gibraltar,1976,female,73.061,13945.0
Gibraltar,1976,male,69.658,14189.0
Gibraltar,1976,total,71.39,28134.0
Greece,1976,female,76.385,4693735.0
Greece,1976,male,71.014,4494415.0
Greece,1976,total,73.634,9188150.0
Hungary,1976,female,72.59,5461494.0
Hungary,1976,male,66.7,5137183.0
Hungary,1976,total,69.5731707317073,10598677.0
Iceland,1976,female,80.24,108975.0
Iceland,1976,male,73.86,111179.0
Iceland,1976,total,76.9721951219512,220154.0
Ireland,1976,female,74.477,1610405.0
Ireland,1976,male,69.361,1627645.0
Ireland,1976,total,71.8566097560976,3238050.0
Isle of Man,1976,female,72.354,31885.0
Isle of Man,1976,male,62.248,28865.0
Isle of Man,1976,total,67.162,60750.0
Italy,1976,female,76.27,28641136.0
Italy,1976,male,69.87,27077124.0
Italy,1976,total,72.9919512195122,55718260.0
Kosovo,1976,female,67.934,714411.0
Kosovo,1976,male,64.978,720469.0
Kosovo,1976,total,66.441,1434880.0
Latvia,1976,female,74.39,1334876.0
Latvia,1976,male,63.96,1136113.0
Latvia,1976,total,69.0478048780488,2470989.0
Liechtenstein,1976,female,,12137.0
Liechtenstein,1976,male,,11921.0
Liechtenstein,1976,total,,24058.0
Lithuania,1976,female,75.87,1760354.0
Lithuania,1976,male,66.28,1568310.0
Lithuania,1976,total,70.9580487804878,3328664.0
Luxembourg,1976,female,73.707,183671.0
Luxembourg,1976,male,66.421,177060.0
Luxembourg,1976,total,69.9751463414634,360731.0
Moldova,1976,female,67.929,1396557.0
Moldova,1976,male,60.74,1199934.0
Moldova,1976,total,64.496,2596491.0
Monaco,1976,female,,13969.0
Monaco,1976,male,,11926.0
Monaco,1976,total,,25895.0
Montenegro,1976,female,74.512,286373.0
Montenegro,1976,male,68.768,266189.0
Montenegro,1976,total,71.5699512195122,552562.0
Netherlands,1976,female,77.92,6920118.0
Netherlands,1976,male,71.53,6853919.0
Netherlands,1976,total,74.6470731707317,13774037.0
North Macedonia,1976,female,69.612,929790.0
North Macedonia,1976,male,65.968,896040.0
North Macedonia,1976,total,67.7455609756098,1825830.0
Norway,1976,female,78.21,2027095.0
Norway,1976,male,72.02,1999057.0
Norway,1976,total,75.039512195122,4026152.0
